User-ID,ISBN,Book-Rating
5683,0763616087,4
5702,0140366660,9
5709,0060595094,9
5709,0064472779,7
5709,0099445425,6
5709,0380807343,8
5709,0553577123,5
5709,0684832178,9
5709,0689859910,7
5709,0957881436,7
5747,23322332,7
5792,0345382846,7
5792,0345384466,8
5792,0394821998,5
5792,0449208796,7
5816,2070373622,8
5830,068416325X,6
5861,006092988X,9
5861,0451523377,8
5875,0380709139,5
5875,0441627404,6
5922,0451526341,9
6003,0804106274,7
6011,0786813709,8
6017,0007110928,6
6017,0099422042,6
6017,0141007338,9
6019,0747546290,10
6022,0446612545,8
6033,1857027302,6
6112,0060937688,8
6112,014038572X,5
6112,0440219760,8
6112,0553274295,7
6112,0590640860,9
6173,088038722X,9
6184,0140314202,7
6184,0440998050,10
6193,0743464672,10
6259,0886193540,7
6263,0451192036,8
6338,0373226918,6
6338,0671550764,9
6338,0743400526,9
6339,0590897985,8
6347,0140140352,5
6347,0446605239,7
6347,078688214X,10
6347,1853260045,9
6347,1853262714,8
6411,2035877393,7
6411,2070374874,8
6411,2290301531,6
6629,0843947888,8
6680,0064472272,6
6680,0345413369,7
6680,0375703764,10
6680,0441005489,6
6682,0060955775,10
6682,0440224748,8
6831,0440229464,8
6840,0061057649,7
6840,0064472272,6
6840,0312979479,9
6840,0425100650,8
6840,0425130223,7
6840,0440202086,7
6840,0689845936,6
6869,0679427279,9
6941,0345354613,9
6941,0967231434,9
6989,0936552034,10
7000,0679801111,10
7000,0679889175,9
7060,0373691580,8
7060,0849917050,9
7060,0849917069,8
7060,0849942357,10
7060,0890819696,8
7060,1556618409,9
7060,1556618638,8
7161,950028359X,9
7208,9722511653,6
7208,9727114059,5
7221,8807811421,7
7366,0590129015,9
7398,0385474016,7
7403,0312194560,7
7441,0451190548,10
7469,0345430786,9
7520,0590032496,6
7667,8467003383,8
7708,340778063X,10
7708,3442424402,7
7708,3791535560,7
7788,0575047798,7
7864,0091870070,5
7864,0340535236X,5
7864,034059022X,5
7864,0345361792,7
7864,0345424719,5
7864,0395177111,7
7864,0449221482,5
7864,0553157078,5
7864,0553157663,5
7864,0553157671,6
7864,0553158015,7
7864,0553158597,6
7864,0553158937,7
7864,0553159526,5
7864,0553178938,6
7864,0553292323,5
7864,0553480510,7
7864,0553480618,5
7864,0553481975,5
7864,0553482491,6
7864,0553483471,5
7864,055350519X,5
7864,055356403X,5
7864,0590060198,6
7864,0671002929,5
7864,0671008749,5
7864,0671019287,8
7864,0671550284,5
7864,0671736787,7
7864,0671736809,7
7864,0671736825,5
7864,0671868403,5
7864,074754624X,9
7864,0747569401,8
7864,0812540239,4
7864,0812570758,6
7864,981305607X,8
7875,0312980159,8
7889,0340824425,10
7889,0440296072,8
7889,0747268932,6
7908,0486406539,10
7908,0590440144,8
7908,0671720996,7
7942,0446600253,5
7946,9722019384,8
7946,9729801320,7
7965,0061030996,8
8092,8500412399,2
8092,8585490268,1
8094,0000000000,10
8094,646471365,10
8094,8422698250,10
8094,8422698293,10
8094,8422698315,10
8094,8478884459,10
8094,8478884955,10
8094,8478885196,10
8094,8478886451,10
8094,8481163279,6
8094,8482883550,7
8094,M79702002,5
8158,0136666343,9
8380,038079439X,7
8380,0553577905,8
8380,0756401100,7
8380,0812550749,10
8383,0395877334,8
8395,0002259001,7
8448,0432534220,10
8530,0140386351,9
8530,0152008675,7
8530,0762405449,8
8535,359650533X,1
8580,0060928336,10
8580,0099387913,10
8580,0099774909,8
8599,0345441184,9
8652,0060928336,9
8652,0451191137,10
8672,014032724X,10
8672,0316693251,10
8707,345319926X,8
8754,3473580309,9
8759,0671504398,9
8759,0842314296,8
8936,0060002077,7
8936,0060531231,7
8936,0061013897,7
8936,0061083372,9
8936,0380717018,7
8936,0380718332,9
8936,0380718340,9
8936,0380750082,7
8936,0380766841,9
8936,0380766922,7
8936,0380775476,9
8936,0380775492,8
8936,0380786079,8
8936,0380798867,9
8936,0380805871,8
8936,038080803X,6
8936,0380809176,8
8936,0399142282,10
8936,039914465X,9
8936,0425147622,9
8936,0440986524,9
8936,0446604097,9
8936,0451188462,9
8936,0505522888,9
8936,0515059080,9
8936,0515087122,7
8936,055329945X,9
8936,0553299476,8
8936,0553299689,8
8936,0553569902,9
8936,0590047116,9
8936,0590479075,10
8936,0590479083,10
8936,0670868361,9
8936,0671026828,9
8936,0671038567,7
8936,0671778684,7
8936,0743411986,6
8936,0743417909,7
8936,0765191121,9
8936,0821712594,9
8936,0821750380,9
8936,0821758861,6
8936,0843943920,9
8936,0843944692,9
8936,0843945923,8
8936,0843948078,9
8936,0843949090,9
8936,1551660482,10
8936,1551661551,6
8936,1551662779,8
8936,1551664313,7
8936,1551668181,10
8936,1551669455,10
9094,0064400565,10
9094,0316358452,8
9094,0316358487,8
9094,0439049962,10
9094,0441005764,2
9094,0590634275,10
9094,0590846280,10
9094,0689710682,10
9139,0064405176,10
9139,044021985X,9
9139,0440220238,7
9139,0440220653,8
9139,0440227194,8
9139,0451172817,10
9139,0590109960,6
9139,0671886665,8
9200,0064410129,10
9200,0439206472,10
9200,0439386012,10
9200,0439441439,10
9229,9681902068,9
9229,9681902548,10
9239,077100821X,7
9239,086611954X,9
9258,0664225985,7
9272,038531177X,8
9311,8387463604,10
9348,8475079814,6
9351,0345456335,9
9426,0340393004,9
9445,0140360468,9
9445,014130751X,5
9446,0140620842,8
9461,0590502077,7
9490,059035342X,10
9492,0446610038,10
9525,0590431366,10
9525,0590487442,10
9557,0142000981,7
9635,0440980801,7
9664,0553155962,8
9716,0553124773,9
9717,0064405842,8
9717,0440700132,7
9717,0451161351,6
9717,0515121843,9
9717,0553278215,7
9717,0698116844,9
9730,0440406404,3
9735,0440219078,9
9787,0451523385,7
9787,0553213148,10
9803,0552143774,8
9918,0590251600,8
9918,0590251619,7
9918,0590251627,9
9918,0812549007,9
9924,0425176614,7
9924,0515134511,2
9953,0140372628,8
10071,3404148665,10
10071,3442450020,2
10071,3453868315,8
10134,0316769487,3
10134,40393837,3
10199,0060000791,8
10199,006050918X,7
10199,009943184X,10
10199,0099771519,10
10199,0140118047,10
10199,0140124381,7
10199,0140373373,7
10199,0140441654,7
10199,0142001430,9
10199,0156027321,10
10199,0316666343,7
10199,0385601883,9
10199,039305747X,9
10199,041688470,10
10199,0452282152,10
10199,0452283205,8
10199,0552998486,9
10199,0689303173,9
10199,0701160888,8
10199,0743220633,7
10199,1860463312,8
10315,0064400018,8
10315,0064405109,9
10315,0440490995,7
10315,0440910099,7
10315,0440967694,7
10315,0590021117,8
10315,0590465953,7
10315,0671017276,5
10315,083611714X,8
10315,0836217799,8
10315,0842307176,8
10315,0842307419,9
10315,1556612966,8
10315,1561797111,9
10325,014038572X,7
10325,0609602438,5
10338,0440920833,10
10351,002542730X,7
10351,0590053698,8
10351,059050214X,8
10354,0060177241,8
10354,0064400557,10
10354,0064400859,8
10354,0064470229,9
10354,0141308109,6
10354,0345285549,9
10354,0345314255,8
10354,0394820371,8
10354,0441002846,9
10354,0451124340,7
10354,0451147367,7
10354,0451160916,8
10354,0451160959,7
10354,0451162072,8
10354,0451169522,9
10354,0451184114,7
10354,0451184963,7
10354,0486212688,7
10354,0553232940,7
10354,072324216X,7
10354,0966961706,8
10354,1562199455,7
10354,156931778X,10
10354,1586648500,7
10354,1586648616,7
10354,1586648624,7
10354,1586648950,7
10354,1586648969,7
10354,1591160669,10
10354,1591160677,10
10354,1591160944,10
10354,1591161258,10
10354,1591161932,10
10354,1591820146,10
10354,1591820200,9
10354,1591820219,9
10354,1591820286,9
10354,1591820308,9
10354,1591820316,9
10354,1591820324,9
10354,159182107X,9
10354,1591822068,10
10354,1591822076,10
10354,1591822084,10
10354,1591822092,10
10354,1591822246,8
10354,1591823692,8
10354,159182396X,7
10354,1591823978,7
10354,159182415X,8
10354,1591825369,8
10354,1892213001,8
10354,1892213087,7
10354,1931514461,8
10354,1931514496,9
10354,1931514739,10
10354,1931514747,10
10354,1931514755,10
10354,1931514763,10
10354,1931514771,10
10354,193151478X,10
10354,1931514933,9
10354,1931514941,10
10354,193151495X,8
10354,1931514968,9
10354,1931514976,10
10373,0425154882,5
10373,0553575619,10
10493,8422690853,7
10493,8495501627,4
10542,8440658923,8
10542,8478091106,6
10561,3442355907,10
10561,3442541662,9
10573,2277301981,6
10578,0345434110,5
10654,0316776963,10
10654,0330367358,9
10654,0552143774,9
10710,0590453653,10
10710,059056885X,8
10824,887424132,5
10865,3473581720,7
10865,3570205932,6
11012,3404614887,5
11012,3423129646,10
11032,009179353X,7
11146,3499109891,9
11230,207054351X,5
11250,0395771552,3
11250,0590409433,10
11321,01420000981,6
11321,0142000981,5
11401,0671038184,8
11425,0061056448,5
11425,0064406113,8
11425,0140345353,5
11425,0689824750,7
11464,006440630X,9
11464,0440407591,9
11464,0440413729,8
11464,0553231863,8
11464,0553233246,5
11464,0553244841,8
11464,0590412485,9
11472,DOESNOTHAVEON,10
11547,0671557378,10
11596,951114426X,10
11624,8420725927,6
11624,8421615734,7
11768,0971880107,8
11777,9511176730,10
11830,0899670202,5
11924,0140231900,7
11924,0299177742,5
11924,0451159497,5
11924,0553577123,6
11924,0671535552,8
11924,1558744630,3
11924,1558746161,3
12069,8423640140,8
12081,3150006597,8
12081,3379015180,3
12081,3499233347,8
12081,3518100319,9
12081,3548208975,3
12081,8423998657,7
12202,0064403688,6
12202,0064472795,8
12202,0375756981,8
12202,044652087X,10
12202,1558743316,7
12203,0345456939,10
12209,0140434941,1
12209,0152380418,8
12209,0312195516,7
12209,031230093X,3
12209,0374480095,8
12209,0385484518,10
12209,0553375407,10
12209,0689835337,9
12246,3453210719,8
12246,3462029592,2
12246,3499121581,10
12246,3499231026,8
12246,349923405X,8
12246,359615281X,7
12246,3596156963,3
12270,0330262130,10
12272,0048231398,10
12272,0072302224,10
12272,0140012133,10
12272,0140620184,10
12272,0140620427,10
12272,0140620451,10
12272,014062046X,10
12272,0140620540,10
12272,014062063X,10
12272,0140620788,10
12272,0140620850,10
12272,0140621091,10
12272,0140621377,10
12272,0140622217,10
12272,0345273516,10
12272,0345339738,10
12272,043935806X,10
12272,0446604666,10
12272,0500271593,10
12272,0552131067,10
12272,0671027360,10
12272,0740723367,10
12272,0789202697,10
12272,0809256851,10
12272,0848711696,10
12272,0861631226,10
12272,0971880107,10
12272,1412019982,10
12272,222602308,10
12272,3822881643,10
12272,9739973736,10
12273,3462032208,7
12294,0553277537,10
12307,0312305060,8
12333,0140024018,9
12333,0140346260,7
12333,044023722X,7
12333,1857990889,10
12431,0590451146,7
12453,0064406601,9
12453,0439356008,9
12474,0440220653,4
12492,0449203794,9
12538,002542730X,10
12538,0027701301,9
12538,0060274069,9
12538,0060275103,10
12538,0060277475,7
12538,0060915544,9
12538,0060929510,8
12538,0064400581,8
12538,0064405737,10
12538,0064461629,8
12538,0064472272,9
12538,0140360352,10
12538,0141301074,6
12538,030711936X,9
12538,0307126854,9
12538,0312113420,9
12538,0312195516,9
12538,0312216130,7
12538,0312979886,5
12538,0316096199,8
12538,0345328175,7
12538,0345336038,8
12538,0345383850,8
12538,0345387791,7
12538,0345387805,9
12538,0345423615,7
12538,0345423631,8
12538,034542705X,10
12538,0373802021,9
12538,0374480133,7
12538,0380004801,8
12538,0380012863,7
12538,0380709570,5
12538,0380752891,7
12538,0380759489,6
12538,0380759497,7
12538,0385312202,9
12538,0385509456,8
12538,0394805720,6
12538,0394825691,7
12538,0394868811,9
12538,0394895894,7
12538,0395957524,7
12538,0399218777,8
12538,0425118703,9
12538,0439130204,8
12538,0439474299,6
12538,0440219760,7
12538,044022022X,5
12538,0440407079,5
12538,0440411483,7
12538,0440412579,8
12538,0440472431,9
12538,0440900425,8
12538,044098761X,9
12538,0441005993,9
12538,0441007287,9
12538,0441008550,10
12538,0441516645,7
12538,0446612804,4
12538,0446678651,9
12538,0451160193,10
12538,0451196716,9
12538,0451410947,7
12538,0451450523,9
12538,0451457781,8
12538,0451524667,10
12538,0517118424,9
12538,0517880539,9
12538,0525259600,7
12538,0553154680,9
12538,0553263218,6
12538,0553296981,7
12538,0553561057,3
12538,0553572644,8
12538,0553577905,8
12538,0570049628,8
12538,0590226517,7
12538,0590252194,9
12538,0590319043,6
12538,0590435418,7
12538,0590442953,8
12538,0609605453,8
12538,067100042X,7
12538,0671021001,9
12538,067102423X,8
12538,067151699X,9
12538,0671726889,8
12538,0671876287,8
12538,0671877135,9
12538,0679746048,8
12538,067980353X,8
12538,0684856093,6
12538,068801075X,5
12538,0688139582,9
12538,0689710887,8
12538,0689710895,8
12538,0786808551,9
12538,0786819146,9
12538,0793800722,10
12538,0801487722,10
12538,0803705832,10
12538,0805462996,2
12538,0807204684,9
12538,0812510992,7
12538,0812534867,9
12538,0812548051,10
12538,0812555120,8
12538,0812574745,8
12538,0812967240,6
12538,0816750343,10
12538,0833510266,8
12538,0836204158,9
12538,0836211499,8
12538,0836217241,10
12538,0836217403,9
12538,0836218914,7
12538,0836220668,10
12538,0836228804,10
12538,0836251822,10
12538,0837850681,10
12538,0842329242,9
12538,084233226X,10
12538,0874063353,9
12538,087406841X,5
12538,0886775507,10
12538,0886775795,9
12538,0886776554,10
12538,0886777127,9
12538,0886778905,10
12538,0890876789,10
12538,0915793806,8
12538,0934998191,10
12538,093527829X,8
12538,0962448206,8
12538,0964561131,8
12538,1555781020,6
12538,1558533729,8
12538,1558745718,10
12538,1564581772,10
12538,157145165X,10
12538,1572700408,8
12538,1885173997,9
12538,8251800811,8
12563,0142301655,9
12591,3785538448,4
12599,0439219175,9
12710,0375752501,9
12710,0385509472,8
12710,0805062971,10
12774,0440900794,8
12824,0060928336,4
12824,0061054151,5
12824,0064404994,10
12824,0064405001,10
12824,006440501X,10
12824,0064405028,10
12824,0064405036,10
12824,0064405044,10
12824,0064405052,10
12824,0312288840,8
12824,0345370775,7
12824,0375416218,7
12824,0375507779,7
12824,0380789019,8
12824,0385720106,5
12824,0394825713,9
12824,0439064872,8
12824,0439136369,10
12824,0440206154,8
12824,0440211727,5
12824,0440224675,8
12824,0449005747,7
12824,0451092163,10
12824,0517703238,7
12824,0553493264,6
12824,0553561618,8
12824,0670835382,8
12824,0671017136,5
12824,0671024337,10
12824,067103264X,8
12824,0671727672,8
12824,0679438335,6
12824,0679454497,8
12824,0684853507,9
12824,068986020X,5
12824,082302377X,10
12824,0872262278,10
12824,0875965598,8
12824,0880381736,5
12824,0880382678,5
12824,088038722X,5
12824,0880387548,5
12824,0881622400,7
12824,0883650215,6
12824,0967063108,7
12824,1558747346,9
12824,1560974109,6
12824,1561633291,5
12824,1563897490,10
12824,1568304706,9
12824,1568849079,7
12824,1569310491,10
12824,1569311382,8
12824,1569311897,9
12824,1569312273,10
12824,1569312648,10
12824,1569314071,10
12824,1569314748,10
12824,156931568X,10
12824,1569318697,7
12824,1569319499,8
12824,156931957X,10
12824,1569714215,10
12824,1588991962,9
12824,1591160502,10
12824,1591160766,10
12824,1591160774,10
12824,1591162149,10
12824,1591820014,10
12824,1591820022,10
12824,1591820065,10
12824,1591820073,10
12824,1591820200,10
12824,1591820219,10
12824,1591820642,7
12824,159182107X,10
12824,1591821533,10
12824,1591822157,8
12824,1591822246,9
12824,1591822408,9
12824,1591822416,9
12824,1591822572,10
12824,1591822580,10
12824,1591823277,9
12824,1591823544,10
12824,1591823668,7
12824,159182379X,9
12824,1591823803,9
12824,1591823935,8
12824,1591823951,8
12824,1591824095,10
12824,1591824141,10
12824,159182415X,10
12824,1591826969,10
12824,1892213753,10
12824,1892213761,10
12824,189221377X,10
12824,1892213788,10
12824,1892213796,10
12824,1931514151,10
12824,193151416X,10
12824,1931514178,10
12824,1931514186,10
12824,1931514461,10
12824,1931514542,10
12824,1931514550,10
12824,1931514569,10
12824,1931514577,10
12824,193151495X,10
12890,0613572742,8
12925,0868634255,7
12977,044022165X,6
13017,880505402X,9
13088,0971880107,6
13109,0310535212,8
13109,0590341286,7
13200,3929017237,7
13359,2038716633,4
13359,3492203140,8
13380,0140432620,4
13380,0345342968,5
13380,037550298X,9
13380,0679457526,10
13380,0939218208,3
13407,0553297945,9
13407,059050214X,6
13407,1901881555,10
13695,2266025791,8
13721,0689828772,10
13775,0060005424,8
13835,2253060224,8
13872,0449003213,7
13872,8440668058,8
13872,8477357862,8
13872,8484411664,7
13872,8495501090,9
13911,0141182253,9
13973,0060391626,8
13973,0140097058,9
13973,014028009X,10
13973,0316601950,3
13973,0553254502,6
13973,0671021001,5
13973,0679412956,7
13973,0688155308,4
13973,155874262X,2
13973,1558744630,2
14005,0929643063,10
14113,8434861836,5
14124,006440174X,8
14159,0099435683,8
14269,0843948760,9
14283,0091882109,6
14283,0446611867,7
14283,0749396547,8
14283,1904908004,6
14508,0684873052,8
14514,0749398086,9
14538,0345428811,8
14538,0380719223,8
14541,8420448435,7
14541,8420457477,10
14541,842060500X,7
14541,8423648990,9
14541,8432230073,6
14541,8434873613,9
14541,8434877821,6
14541,8434886863,9
14541,8466301259,3
14541,8483106159,1
14573,0373711735,5
14573,0380754843,10
14573,038508854X,8
14573,0448416484,7
14573,0590477625,8
14573,0590632744,6
14573,0743202236,7
14573,0807281530,10
14573,1559718641,10
14618,8421618024,7
14618,8421622749,9
14618,8426327346,8
14618,8437600723,8
14630,0880381736,9
14640,0345339681,10
14641,0140042598,10
14643,0099410303,8
14643,0099410362,8
14643,0099410370,8
14643,0099410397,9
14643,0099410435,8
14643,0345459164,8
14643,0553297988,7
14643,0553298046,9
14643,0553578790,9
14643,0712621865,7
14643,0712623582,8
14643,1844132072,7
14643,1844133680,9
14655,0064400204,8
14655,0440219078,10
14681,0425119920,8
14695,0752857487,8
14710,0805063749,9
14756,0708980848,1
14764,0515119202,9
14791,0446606812,8
14796,284599570,7
14875,0140177396,7
14923,8487507301,8
15117,059018749,8
15142,0770428207,9
15146,0099887002,8
15158,349922576X,6
15230,0006550924,9
15230,0140067779,8
15230,0345348036,9
15230,0394281225,3
15230,0395465559,10
15230,0679734627,10
15230,0889221456,5
15230,0889223025,7
15333,0385009135,5
15333,0385077253,5
15333,0679893105,10
15336,074322471X,9
15388,0140060266,8
15388,0747267294,8
15412,8422686473,6
15447,0671040677,6
15447,0671040715,4
15476,9726106141,7
15496,0345311485,9
15506,0842361715,9
15508,8433914766,8
15542,0194228169,6
15542,0194230759,4
15542,0435272616,3
15542,0807281948,10
15542,3775713328,8
15542,8420633275,8
15542,8424131878,5
15542,8433925180,7
15542,8434411091,5
15542,8434811634,7
15542,8434853264,2
15542,8437601193,9
15542,8437609666,6
15542,8484500640,6
15562,0380720396,10
15562,0486272826,9
15562,0800700651,7
15575,0451527070,8
15583,0345342968,10
15722,0425184129,8
15834,0345434471,8
15834,0440224055,8
15834,0440940001,8
15834,0441005764,9
15834,0446609323,8
15834,0486296342,8
15844,0140051317,5
15962,0061056499,7
15962,0155037218,7
15962,0345375580,9
15962,0671036645,8
15962,0671535323,7
15962,156931828X,8
15962,1572971304,7
16183,0440219507,5
16249,034533762,9
16260,0060909994,9
16260,0425067823,8
16260,1560763396,5
16326,0140314601,3
16338,0394700023,10
16451,1582342119,8
